,name,price,change,volume,relative_volume,market_cap,pe,eps_diluted,eps_diluted_growth,dividends_yield,sector
217,ADDMASTER CORP,18,-6.49350649,500,0.58609776,,,,,,Electronic Technology
218,adidas AG,179,-0.71000666,410,0.75715605,30506521191,,-0.7794428,-107.3653248,0.41191,Consumer Non-Durables
219,adidas AG,89.04,-1.09963346,15205,0.48696516,30499195604,,-0.3669,-106.3600749,0.268413,Consumer Non-Durables
220,Adeia Inc.,8.53,-2.73660205,507630,0.68102732,910606366,,-2.7518,-611.4270941,2.34467,Technology Services
221,"Advanced Emissions Solutions, Inc.",2.04,10.27027027,114270,2.11656578,66806956,,-0.831,-157.8006538,0,Process Industries
222,ADEVINTA ASA,9.65,1.57894737,1000,0.11234062,11803789327,,-1.39587208,-2060.580708,0,Commercial Services
223,ADEVINTA ASA,5.02,-1.37524558,100,,12019294717,,-0.7376,-1921.234568,0,Commercial Services
224,Adit EdTech Acquisition Corp.,10.74,0.09319664,6620,8.44280066,95586282.79,,-0.1452,-436.8909513,0,Finance
225,Adit EdTech Acquisition Corp.,10.76,0.18621974,1942,0.42496389,95319282,,,,0,Finance
226,ADF Group Inc.,3.6597,2.01823098,900,0.28051365,119453365.5,7.44600972,0.49149815,53.81042429,0.398406,Industrial Services
227,AMERICAN DEFENSE SYSTEMS INC,0.0002,0,1000,0.01670436,11217,,,,,Electronic Technology
228,ADVANCE LITHIUM CORP,0.011,0,40000,0.84524245,918681.5,,-0.03383688,-376.6899117,0,Non-Energy Minerals
229,ADVANTEGO CORPORATION,1.00E-06,0,8363,0.0127582,16293,,,,,Technology Services
230,American Diversified Holdings Corp.,0.0011,-15.38461538,2445001,1.97792651,974730,,-0.001,-11.11111111,0,Commercial Services
231,Arsenal Digital Holdings Inc.,0.1305,-34.09090909,523,0.11794155,518117,,-0.6914,-548.5928705,0,Finance
232,Applied Development Holdings Ltd.,0.0042,1300,2000,0.1966317,27208704.99,,-0.00221972,28.17501237,0,Finance
233,"Analog Devices, Inc.",173.6,-0.75463069,3568967,1.26839325,86507307338,23.58791799,7.3597,103.8302822,1.92396,Electronic Technology
234,"Adia Nutrition, Inc.",0.0217,65.64885496,8000,0.43004741,,,,,,Health Technology
235,"Adial Pharmaceuticals, Inc",2.93,-2.33333333,11292,0.70916285,3568684,,-9.844,49.86580292,0,Health Technology
236,ADBRI Limited,4.8832,-18.88372093,101,0.06787634,837532589.4,11.43071161,0.4272,-22.88808664,5.63104,Non-Energy Minerals
237,Archer-Daniels-Midland Company,72.77,-1.26187246,1898172,0.93752334,39012113345,9.71328653,7.4918,18.11689028,2.40484,Process Industries
238,ADMA Biologics Inc,3.19,-4.2042042,1754782,0.81942879,717451486,,-0.1954,53.72957613,0,Health Technology
239,Adamant DRI Processing and Minerals Group,0.2,-4.76190476,43492,18.68453839,3222001.02,,-0.0034,34.61538462,0,Miscellaneous
240,Adriatic Metals PLC,2.28,1.78571429,450,0.02397034,678512261.3,,-0.175824,-346.9419237,0,Non-Energy Minerals
241,ADM Endeavors Inc.,0.0316,-9.71428571,200,0.00745465,4946573,316,0.0001,-97.77777778,0,Commercial Services
242,"ADM Tronics Unlimited, Inc.",0.110025,0.02272727,1250,0.05872129,7436424,,-0.0028,86.40776699,0,Health Technology
243,"Advent Technologies Holdings, Inc.",0.4819,3.85775862,423617,1.21887968,28905973,,-1.7821,-152.5651927,0,Electronic Technology
244,Adient plc,36.1,-2.32683983,818996,1.33730161,3381006181,29.80761291,1.2111,-85.37177505,0,Producer Manufacturing
245,Edoc Acquisition Corp.,11.45,-0.17436792,480,0.17786342,41642239.38,,-0.4376,64.92184369,0,Finance
246,ADARO ENERGY INDONESIA TBK,8.54,4.68252023,2948,0.95704964,5506703708,2.4628695,3.4675,10.14930114,14.1389,Energy Minerals
247,"Automatic Data Processing, Inc.",247.65,-0.72556723,1400815,1.08961158,1.02025E+11,30.17398933,8.2074,17.18997644,2.01898,Technology Services
248,Adaptive Biotechnologies Corporation,4.32,-9.24369748,1243942,0.88600665,624866971,,-1.3305,18.886789,0,Health Technology
249,Koninklijke Ahold Delhaize N.V.,29.17,-4.64203988,74358,0.90007844,27668579610,11.33519857,2.5734,0.74381459,3.16668,Retail Trade
250,Ault Disruptive Technologies Corporation,12.39,1.05953459,2785,0.60162883,37439792.38,103.4223706,0.1198,,0,Finance
251,Ault Disruptive Technologies Corporation,12.43,-1.19236884,384,0.10970802,37001635,,,,0,Finance
252,Andritz AG,9.49,-2.11449201,496,1.02755335,4818221964,9.60429106,0.9881,22.54743892,3.01346,Producer Manufacturing
253,ADS-TEC ENERGY PLC,6.5,-0.30674847,128678,5.83235129,318190502,,,,0,Producer Manufacturing
254,"Autodesk, Inc.",212.77,-0.20168856,1207221,1.17966831,45482487638,52.65802109,4.0406,59.2605731,0,Technology Services
255,ADSTAR INC,3.00E-05,2900,27240,2.07367483,,,,,,Commercial Services
256,ALLIED SECURITY INNOVATIONS INC,0.0001,0,100,0.00050038,41124,,,,,Electronic Technology
257,ADT Inc.,6.34,-2.16049383,1847629,0.77668526,5493486691,,-0.0625,-30.75313808,2.2082,Commercial Services
258,"AdTheorent Holding Company, Inc.",1.2,2.56410256,29977,0.61501879,105845933,6.9726903,0.1721,-29.17695473,0,Technology Services
259,Adriatic Metals PLC,2.33,0.86580087,645,0.53911735,713348787,,-0.18976035,-387.103379,0,Non-Energy Minerals
260,"ADTRAN Holdings, Inc.",7.65,-3.28697851,1221777,1.71094726,601916017,,-0.9402,-235.6658336,4.70588,Electronic Technology
261,Advantest Corp.,28.97,7.2962963,100,0.00964916,22015543207,30.26793628,0.95711844,-3.93915465,0.735294,Electronic Technology
262,"Aditxt, Inc.",10.37,-2.58337248,163434,1.35620647,2476906,,-375.8616,89.52091848,0,Health Technology
263,Addus HomeCare Corporation,80.97,-2.17470098,46562,0.70998898,1312900474,24.45410891,3.3111,19.98912847,0,Health Services
264,Advantage Solutions Inc.,2.92,-1.01694915,318389,0.81376195,947684385,,-4.5633,-2155.540541,0,Commercial Services
265,"Adverum Biotechnologies, Inc.",0.9992,-0.08,402984,1.83530511,100912216,,-1.3334,14.9454615,0,Health Technology
266,ADVANTIS CORPORATION,0.0001,0,40000,0.57534668,97847,,,,,Health Technology
267,Adventus Mng Corp.,0.21,-4.54545455,2000,0.18441678,37722324.89,,-0.03719192,-127.2151825,0,Non-Energy Minerals
268,Adams Diversified Equity Fund Inc.,16.76,-0.82840237,62808,0.38439224,2025360000,5.3460925,3.135,-52.34403502,6.38425,Miscellaneous
269,"Adex Mining, Inc.",0.007,0,1213,0.00810368,2471957.052,,-0.00128248,2.84235064,0,Non-Energy Minerals
270,Addex Therapeutics Ltd,0.385,-1.28205128,46952,0.25652765,9266986.927,,-1.4164,61.87964259,0,Health Technology
271,"Ayala Pharmaceuticals, Inc.",1,5.26315789,653,0.14831471,4838321,,-9.9328,-19.09832134,0,Commercial Services
272,Adyen N.V.,7.84,-0.94756791,3328323,1.41929289,24489652424,41.26315789,0.19,32.58897418,0,Technology Services
273,ADYNXX INC,0.0001,0,600,0.3937783,581,,,,,Health Technology
274,Adyen N.V.,785.835,-0.6058498,42,0.08300395,24376612948,39.68866629,19.79998507,39.08366276,0,Technology Services
275,"Adams Resources & Energy, Inc.",31.63,1.216,6707,0.83821783,80172089,,-2.3158,-178.5549525,3.03509,Distribution Services
276,AltEnergy Acquisition Corp.,10.61,0,585,0.39156627,77744538,36.90434783,0.2875,-64.35213887,0,Finance
277,AltEnergy Acquisition Corp.,10.86,3.42857143,423,0.28854025,77744538,,,,0,Finance
278,Anadolu Efes Biracilik Ve Malt AS,0.67823,-3.93342776,249,0.02114003,2305870375,7.24604701,0.0936,116.1662818,1.85914,Consumer Non-Durables
279,ACTION ENERGY INC,1.00E-06,0,499,1.52180543,53,,,,,Energy Minerals
280,CurrentC Power Corporation,0.039,-4.87804878,21782,7.87092578,,,,,,Consumer Services
281,Ameren Corporation,76.72,-0.86574493,2026323,1.07203623,20158145201,17.95838112,4.2721,9.61972698,3.23253,Utilities
282,"abrdn Emerging Markets Equity Income Fund, Inc.",4.68,-0.84745763,119376,2.0522483,237518000,23.82892057,0.1964,-94.16622111,8.33333,Miscellaneous
283,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,18.92,-1.09775222,13461,0.20467836,,,,,,Finance
284,Aegon Ltd. New York Registry Shares,4.81,-2.03665988,858947,0.65192596,9405447908,,,,4.94347,Finance
285,Aegon Ltd.,4.74,-1.14702815,406,0.0640005,9183405940,,,,5.63991,Finance
286,Aecon Group Inc.,8.172,1.20123839,2425,0.61848045,504174146.4,11.96294824,0.6831092,173.4729608,6.87094,Industrial Services
287,Antelope Enterprise Holdings Limited,2.6192,3.93650794,7481,0.42726598,5487701,,-0.8589,85.16247171,0,Producer Manufacturing
288,Aehr Test Systems,40.06,-0.2738362,894390,0.53501905,1152225667,63.04689959,0.6354,94.7287772,0,Electronic Technology
289,Alset Inc.,1.234,-3.59375,3776,0.55837338,11396136,,,,0,Finance
290,"Advanced Energy Industries, Inc.",100.8,-0.42477526,249696,0.9889256,3795225243,21.59059267,4.6687,24.13453869,0.396825,Electronic Technology
291,American Equity Investment Life Holding Company,53.58,-0.0186602,360046,0.64502779,4212959833,9.87777225,5.4243,-54.1087488,0.671893,Finance
292,"American Equity Investment Life Holding Company Depositary Shares, each representing a 1/1,000th interest in a share of 5.95% Fixed-Rate Reset Non-Cumulative Pr",21.39,-0.69637883,25729,0.88699279,4212959833,3.94336596,5.4243,-54.1087488,0.671893,Finance
293,"American Equity Investment Life Holding Company Depositary Shares, each representing a 1/1,000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative P",22.6,-1.82450043,26342,1.12092186,4212959833,4.16643622,5.4243,-54.1087488,0.671893,Finance
294,Agnico Eagle Mines Limited,46.74,-1.70347003,1677292,0.62237914,23107245664,8.92333819,5.23795008,200.5770133,3.39444,Non-Energy Minerals
295,"Aethlon Medical, Inc.",1.54,-1.28205128,5669,0.21411279,3824639,,-5.5,24.41317135,0,Health Technology
296,Alliance Entertainment Holding Corporation,1.1724,-10.50381679,2552,0.2589312,129552745,,,,0,Distribution Services
297,Aenza S.A.A.,2.1,-0.0999001,580,0.18237273,172037148.5,,-1.4471,-165.8155768,0,Industrial Services
298,"American Eagle Outfitters, Inc.",17.04,-1.67339873,6294943,1.35097607,3365119630,16.46217757,1.0351,15.11343416,1.17371,Retail Trade
299,"Aeon Financial Services Co., Ltd.",8.39,-6.88124306,100,0.26723677,1810847641,13.38019134,0.62704634,-37.76474042,4.71928,Finance
300,"AEON Biopharma, Inc.",6.1,2.5210084,50810,1.83797197,226648770,,-0.412,-234.7726529,0,Health Technology
301,Aeroports de Paris ADP,112,-4.5514472,1,0.00290276,11081515101,17.89643448,6.25822982,,2.9225,Transportation
302,"American Electric Power Company, Inc.",73.48,-2.39107333,3803364,0.82159596,37855136075,19.09017692,3.8491,-24.14819194,4.51824,Utilities
303,"American Energy Partners, Inc.",0.036,0,9490,1.44539044,10056966,,-0.0411,-147.5903615,0,Utilities
304,AerCap Holdings N.V.,59.85,-3.21798189,1050988,0.63447681,13858187878,7.71362289,7.759,,0,Finance
305,"Applied Energetics, Inc.",2.16,-0.91743119,139807,2.18674287,456055265,,-0.0296,5.73248408,0,Electronic Technology
306,Aerius,0.0037,0,100000,1.1934983,511946.5574,,-0.0003,66.66666667,0,Electronic Technology
307,The AES Corporation,13.05,-2.53920836,13743618,1.03645273,8738659744,,-0.6059,-6.18647038,5.02452,Utilities
308,The AES Corporation Corporate,52.89,-2.3989666,12583,0.08619692,8738659744,,-0.6059,-6.18647038,5.02452,Utilities
309,Atlas Energy Solutions Inc.,19.94,-3.99614829,988014,1.45989455,1994000015,,,,0,Industrial Services
310,"Atlantic Energy Solutions, Inc.",0.0181,-30.38461538,11000,0.3238752,,,,,,Industrial Services
311,Aether Global Innovations Corp.,0.02648,26.0952381,2258,0.06889124,2793758.277,,-0.02459576,52.83821024,0,Electronic Technology
312,Arc Resources Ltd.,15.94,-0.00062735,149376,0.71110773,9659861585,5.43996662,2.93016504,82.74577525,2.93443,Energy Minerals
313,"Aeva Technologies, Inc.",0.727,-5.04179728,437183,0.54653607,161921722,,-0.6861,-16.68367347,0,Electronic Technology
314,Atos Origin SA,5.31,-15.31100478,300,0.10423181,591459882.2,,-10.93783165,-1192.540641,0,Technology Services
315,Atos Origin SA,1.02,-5.11627907,2791,2.30909241,574751307.6,,-2.1052,-1188.5212,0,Technology Services
316,AIM EXPLORATION INC,1.00E-06,0,60000,0.15001643,1458,,,,,Non-Energy Minerals
317,"ADDvantage Technologies Group, Inc.",0.3775,-0.05295208,7338,0.58668799,5655903,,-0.3359,-111.2578616,0,Distribution Services
318,"AudioEye, Inc.",5.18,-0.38461538,30883,0.8954631,61156653,,-0.707,49.19882159,0,Technology Services
319,Aeterna Zentaris Inc.,1.78,-3.26086957,16929,1.44236176,8643459.309,,-4.73959344,-104.1685279,0,Health Technology
320,Aura FAT Projects Acquisition Corp,10.76,0,320,2.27111427,62211049.12,56.63157895,0.19,,0,Finance
321,Aura FAT Projects Acquisition Corp,10.81,-0.18467221,200,0.37929073,65680100,,,,0,Finance
322,AllianceBernstein National Municipal Income Fund Inc,9.49,0.21119324,94059,1.28484141,272789000,,,,6.10991,Miscellaneous
323,"Affinity Bancshares, Inc.",15.15,0.86551265,3756,0.49361299,97288753,14.7158815,1.0295,5.38437916,0,Finance
324,African Rainbow Minerals Ltd.,8.09,5.68256042,150,0.11471398,1586068894,3.94420032,2.05111286,-54.23080963,21.1272,Non-Energy Minerals
325,"AFC Gamma, Inc.",11.58,-1.36286201,78404,0.47819068,236900129,6.4548495,1.794,-10.39856158,17.962,Finance
326,African Discovery Group Inc.,0.00629,14.36363636,1000,0.00972519,706052.5,,0,-100,0,Commercial Services
327,AMERICAN FUTURE FUEL CORP.,0.20274,1.37,163,0.03613229,15759468.84,,-0.01863368,77.10770654,0,Non-Energy Minerals
328,Affiliated Resources Corp.,0.0043,19.44444444,7000,0.18711825,,,,,,Miscellaneous
329,AFFINITY NETWORKS INC,0.0001,0,250,0.0227778,,,,,,Communications
330,AMTRUST FINANCIAL SERVICES INC 7.25% PRF 15/06/2055 USD25,15.7,0,1500,0.61455261,,,,,,Finance
331,AMTRUST FINANCIAL SERVICES INC 7.5% NTS 15/09/55 USD25,16.1,0,2000,0.54577705,,,,,,Finance
332,Affluence Corp.,0.01,-3.84615385,327900,1.66388338,5994681,,,,0,Commercial Services
333,AFFYMAX INC,0.0002,0,150,0.05434783,7498,,,,,Health Technology
334,"American Financial Group, Inc.",109.5,-1.03931315,374654,1.25201008,9292569397,10.95262863,9.9976,-17.36632861,2.30137,Finance
335,"American Financial Group, Inc. 5.875% Subordinated Debentures due 2059",22.22,0.54298643,7600,0.88341276,9292569397,2.22253341,9.9976,-17.36632861,2.30137,Finance
336,"American Financial Group, Inc. 5.125% Subordinated Debentures due 2059",20,-1.96078431,7692,0.58038813,9292569397,2.00048012,9.9976,-17.36632861,2.30137,Finance
337,"American Financial Group, Inc. 5.625% Subordinated Debentures due 2060",21.12,-1.35450724,8923,1.11943294,9292569397,2.112507,9.9976,-17.36632861,2.30137,Finance
338,"American Financial Group, Inc. 4.500% Subordinated Debentures due 2060",17.51,0.34383954,16652,0.46497731,9292569397,1.75142034,9.9976,-17.36632861,2.30137,Finance
339,AFC Energy Plc.,0.1654,-2.70588235,1000,0.11895699,123431592.3,,-0.02550086,-106.945496,0,Electronic Technology
340,"Atlas Financial Holdings, Inc.",0.0003,-98.5,1090,0.10318843,5296,,,,0,Finance
341,"Acutus Medical, Inc.",0.6864,-0.52173913,137152,2.82532476,20083437,,-1.5134,54.38956029,0,Health Technology
342,"Armstrong Flooring, Inc.",0.02,0,1120,0.06572616,435592,,,,0,Non-Energy Minerals
343,AFLAC Incorporated,79.86,0.07518797,2704746,1.11280898,47441831613,10.69419894,7.4676,12.65897262,2.07864,Finance
344,Air France-KLM,1.2703,-2.28461538,15547,0.2956361,3258374873,0.29288481,4.3372,,0,Transportation
345,Affimed N.V.,0.43,-6.72451193,518426,1.49788475,64215911,,-0.7885,-16.2979351,0,Health Technology
346,Alphamin Resources Corp.,0.6483,2.53044441,38606,0.26272755,826805419,13.79387529,0.04699912,-44.10968093,6.74157,Non-Energy Minerals
347,Amfin Financial Corp.,182.01,0,25,0.29069767,,,,,,Finance
348,All For One Media Corp.,5.00E-05,4900,590000,0.94874372,888060,,-0.0006,66.66666667,0,Consumer Services
349,ALUMIFUEL PWR CORP,1.00E-06,0,10000,0.01305548,4703,,,,,Health Technology
350,Air France-KLM,12.26,2.16666667,102,0.07351351,3136667162,2.66245246,4.60477706,,0,Transportation
351,Forafric Global PLC,10.67,-1.2037037,18922,2.00940882,606899903,,,,0,Process Industries
352,"Affirm Holdings, Inc.",18.6,-7.60059613,12162917,0.952347,5566919062,,-3.341,-31.83127491,0,Finance
353,AMTRUST FINANCIAL SERVICES INC 6.75% NON-CUM PFD SER'A'USD25,12.45,1.2195122,3680,1.59059474,,,,,,Finance
354,AMTRUST FINANCIAL SERVICES INC DEP SHS REPSTG 1/40TH PFD B,12.85,2.39043825,2270,0.91469557,,,,,,Finance
355,AMTRUST FINANCIAL SERVICES INC 7.625% DEP SHS EACH REP 1/40TH PFD SER C,13.26,0.0754717,2444,1.28651892,,,,,,Finance
356,AMTRUST FINANCIAL SERVICES INC 7.75% DEP SHS REPSTG 1/40 NON-CUM PFD E,13.5,-0.73529412,520,0.12567672,,,,,,Finance
357,AMTRUST FINANCIAL SERVICES INC DEP SHS REP 1/40TH INT NON CUM PFD SR F,12.385,-0.12096774,2650,0.93362458,,,,,,Finance
358,AMTRUST FINANCIAL SERVICES INC 7.50% DEP SHS REP 1/40TH PFD SER D USD25,13.255,1.57088123,1260,0.33458137,,,,,,Finance
359,Apollo Senior Floating Rate Fund Inc.,13.21,-0.52710843,36545,0.56095955,205727000,7.90686539,1.6707,-44.03015075,9.74262,Miscellaneous
360,Afya Limited,15.43,-1.02629891,168134,1.3718841,1446143293,21.42162988,0.7203,3.96939954,0,Consumer Services
361,First Majestic Silver Corp.,4.92,-3.90625,6381686,1.28246752,1411687460,,-0.57990728,-54.49955537,0.449123,Non-Energy Minerals
362,Allied Gaming & Entertainment Inc.,0.8555,-0.51168741,7143,0.17817189,31657154,,-0.154,65.27621195,0,Consumer Services
363,AGBA Group Holding Limited,0.5482,2.35250187,55742,0.7024747,36982668,,,,0,Finance
364,Gensource Potash Corp.,0.0067,-93.61904762,1125,0.06983674,37350104.99,,-0.00709136,13.84132981,0,Process Industries
365,AGCO Corporation,120.82,-2.61163953,645255,1.03402339,9046970826,8.14721908,14.8296,40.64891831,0.877338,Producer Manufacturing
366,abrdn Global Dynamic Dividend Fund,8.61,-0.69204152,71210,0.85966596,108052000,27.67598843,0.3111,-92.38992172,9.05923,Miscellaneous
367,"Agri-Dynamics, Inc.",0.0078,-2.5,42500,0.90428033,502499.6053,,,,,Process Industries
368,"AgeX Therapeutics, Inc.",0.739,2.63888889,2543,0.2748179,28045985,,-0.2921,-17.45074387,0,Health Technology
369,AltaGas Ltd.,15.69,5.83116927,1000,,4420218180,10.09121065,1.5548184,118.2949039,4.14323,Utilities
370,Agenus Inc.,1.02,-4.6728972,4001681,1.46857782,387163610,,-0.8412,-843.1095406,0,Health Technology
371,ageas SA/NV,41.24,-1.10311751,5697,0.615812,7577835261,7.37297529,5.5934,10.33217611,5.26286,Finance
372,Digicann Ventures Inc.,0.012,-11.76470588,17005,1.30892269,78381.6,,-6.7680996,-1.41359526,0,Process Industries
373,AGF Management Ltd.,4.969,-6.28064881,1000,0.14792462,321742636,4.87918072,1.01840868,60.41084231,6.17647,Finance
374,Agrify Corporation,2.33,-6.8,5443,0.31575222,3781466,,,,0,Producer Manufacturing
375,"Allied Energy, Inc.",0.0033,-37.61814745,300,0.00545463,,,,,,Energy Minerals
376,Alamos Gold Inc.,11.51,-2.86919831,1486822,0.69824151,4558712108,27.56487445,0.4175604,220.0997555,0.858674,Non-Energy Minerals
377,"AgileThought, Inc.",0.167,-8.24175824,3310365,0.42066394,8751529,,-1.366,-175.959596,0,Technology Services
378,American Graphite Technologies Inc.,0.0061,-3.78548896,20000,0.61459038,586105.8537,,,,,Non-Energy Minerals
379,"Agios Pharmaceuticals, Inc.",22.97,-1.66952055,483046,0.78585159,1280331765,,-3.8,43.27680917,0,Health Technology
380,"agilon health, inc.",18.26,-1.35062129,2281619,0.87842318,7404103544,,-0.2143,23.76378513,0,Health Services
381,T2 METALS CORP.,0.115,-28.125,7300,1.72344595,3323962.706,,-0.01826539,55.54336699,0,Non-Energy Minerals
382,Austral Gold Ltd.,0.012,-21.05263158,1100,0.10578856,7347736.8,,-0.0103896,-287.0128,0,Non-Energy Minerals
383,"Aeglea BioTherapeutics, Inc.",11.86,-5.2715655,19428,0.44699884,48017426,,-73.7142,-116.0547272,0,Health Technology
