Company Name,ABN,Telephone,Facsimile,Address,Email,Website,Description
TRJ Engineering Pty Ltd,84861743677, 9703 1701, 9702 3288, 47-51 Westpool DriveHallam VIC 3808,,http://www.trjengineering.com.au/,"TRJ Engineering has been involved in the engineering and manufacturing business for well over thirty years. Terry Murphy started the business in 1974 with a small factory in the Dandenong area. David Murphy (Terry's son) is the owner of TRJ Engineering and today employs a team of 25 managers and tradespeople. We have progressively expanded our staff and production facilities, and now maintain a fully equipped modern workshop in Hallam. TRJ's range of services has grown over the years; we now offer laser and guillotine cutting, welding, general engineering and metal fabrication, and brake pressing. We are experienced at meeting the needs of clients in a wide variety of industries - ask us how our expertise can benefit your business. In October 2013 TRJ Engineering was awarded the winner of Trades and Construction Business Awards for The City of Casey. TRJ has also recently been able to achieve accreditation from the Australian Stainless Steel Development Association (ASSDA). TRJ is also accredited with TQCSI and has quality systems in place for ISO 9001."
TXM Lean Solutions,, 1800 319 552,, 211/134 Cambridge StreetCollingwood VIC 3066,michael.hatch@txm.com,https://txm.com/,"The globalisation of manufacturing has created an environment of fierce competition, constant technological change, and increasing customer expectations in quality and variety.
To meet this challenge, manufacturers need to optimise their operational and support functions, ensuring that their business and frontline leaders are well equipped to proactively manage the resources available to them whilst engaging their employees to maximise their contribution and assist in daily problem solving."
Tycab Australia Pty Ltd,23 000 973 035, 03 8791 0300, 03 9794 0031, 269 Frankston Dandenong RoadDandenong VIC 3175,,http://www.tycab.com.au/,"The Tyree Group was established by Sir William Tyree in 1945 and since then, the ""Tyree"" name has been synonymous with electrical transformer manufacturing and related industries. Today, the Tyree Group is a ""can-do"" privately owned and operated business that has emerged as one of Australia's leading manufacturers and distributors of electrical products and services and comprises four entities including Tycab Australia, a division of Tycan Australia Pty. Limited. Tycab Australia manufactures UL approved electrical cables including; automotive, building, flexibles, instrumentation, data, irrigation, speaker/audio, welding and others. Tycab is accredited to international quality assurance standard ISO-9002 and its manufacturing plant is located in Dandenong, VIC, Australia Tycab's products include: Automotive Cables - after market, road train (ADR 63), marine (tinned copper), harness assembly and battery & starter Building Cables - single core, double insulated, twin flat and circular Other Cables - flexibles, irrigation, data/instrumentation, speaker/audio, security, welding, explosives, hook-up and many specialised cable products. All Tycab products are supported by an effective Quality Assurance system. Tycab is accredited to ISO 9002 and the company is totally committed to quality, customer satisfaction and continuous improvement."
U-Neek Bending Co Pty Ltd,25 059 923 705, 03 9771 4900, 03 9771 4949, 63 Mark Anthony DriveDandenong South VIC 3175,sales@uneek.com.au,http://www.uneek.com.au,"Uneek Bending is one of Australia's largest Bending and Rolling service companies in Australia. We are a Quality endorsed company with ISO 9001:2000 accreditation. Our business is built around metal bending and rolling of sectional materials, bent to many shapes and sizes to produce various components. Our markets include manufacturing Handrail stanchions for the Rail, Tram and Bus industries. Headframes for the Telecommunication industry. Boiler tube components for the Power, Oil and Mining Industry. Curved beams for the Building Industry. Hydraulic and pressure parts for the Defence and Transport building industries along with numerous bends and curved sections in Aluminium, Mild Steel, Stainless Steel, Chrome-Moly and Titanium for industries such as Building, Chemical, Fabricators, Engineering and Heavy engineering industries."
Ultimate Laser Pty Ltd,88 106 739 584, 03 9799 8788, 03 9702 9955, 36-40 Micro CircuitDandenong VIC 3175,,http://www.ultimatelaser.com.au/,"Ultimate Laser provide a Laser & Waterjet Cutting service. Most materials can now be cut up to 150mm thick where we can also bevelcut (5 axis). Our maximum bed size is 6500mm x 3100mm. We can cut materials such as Mild Steel, Stainless Steel, Aluminium, Bisalloy, Copper, Brass, Titanium, Wood, Plastic, Rubber etc. We have quality assurance to AS/NZS ISO 9001:2008. Ultimate Laser operates out of 3 modern factories in the Southern Suburb of Dandenong in Victoria. We are equipped with the latest state of the art Laser & Waterjet cutting machinery from Switzerland and Sweden. Commencing operations in March 2004 with just one laser machine and with growing demand and foresight to customer's requirements, we now run 5 Laser machines and 1 Waterjet (Beveljet 5 axis) machine operating a huge 6.5 meters x 3.1 meters bed size. From the initial quotation to the despatch of goods, the most effective methods of production are evaluated and recommended. This yields greater efficiency, higher quality and faster lead-times in manufacture of one-off prototypes, small runs or higher volume production."
"United Chemicals, Composites & Colours",25 600 232 040, 03 9798 2650,, 30A Futura RdKeysborough VIC 3805,sales@uccc.com.au,http://uccc.com.au/,"United Chemicals Composites and Colours Pty Ltd ('UCCC') is an Australian Owned manufacturer and distributor of high quality products for the automotive, composite/fibreglass, surfacing and building and construction industries. We distribute to all states in Australia and New Zealand."
Value Added Personnel Pty Ltd,, 03 9793 3425, 03 9793 3410," Level 1, 309-315 Thomas StreetDandenong VIC 3175",charlotte@vap.net.au,https://www.vap.net.au,"VALUE ADDED PERSONNEL PTY LTD WAS ESTABLISHED IN 1998, SPECIALISING IN RECRUITMENT (COMMERCIAL / INDUSTRIAL – PERMANENT, CONTRACT AND TEMPORARY) TRAINING AND OUTPLACEMENT."
Vative - trading as Inspirative Training Pty Ltd,25 146 773 962, 1300 82 84 83,, 260A Blackburn RoadGlen Waverley VIC 3150,info@vative.com.au,http://www.vative.com.au/,"With a sole purpose to inspire people, organisations, and community to continuously improve, Vative is a dedicated business optimisation consultancy and training organisation. We encompass a team of highly talented process improvement specialists dedicated to driving tangible outcomes for your business. Vative provides business optimisation through strategy, leadership alignment, business analysis, people capability and development, and project management using methodologies under the Continuous Improvement framework. Our business aims to develop and sustain a culture of continuous improvement so organisations can continue to thrive relying on their internal capability. Our facilitators, consultants and business coaches provide hands on services across all levels of your organisation, we provide a holistic end-to-end delivery capability by building strategy with your executive leadership team and cascading that deployment through effective communication and training to your frontline operations of the business. We cover all industry sectors in the SME and multi-national market and deliver on our minimum benchmarks of 300%+ return on investment (ROI) on projects."
Vawdrey Australia,66 005 075 052, 03 9797 3700, 03 9702 8598, 1-53 Quantum CloseDandenong South VIC 3175,,http://www.vawdrey.com.au/,"Established in 1974 by Mick Vawdrey, Vawdrey began building truck bodies for smaller companies and owner drivers. In 1975, Russell Baker joined Mick and the two formed a strong partnership that lasted until Russell s retirement in late 2006. The 1980s saw Vawdrey grow from strength to strength, becoming a supplier to multinational companies. Vawdrey used the fallout of the 1990s 'credit crunch' as an opportunity to employ smart management techniques that would prove crucial to the company's long term success. During that period, Mick's son, Paul, was enlisted as the company's Sales Manager and the company began to manufacture semi-trailers. Vawdrey's founding pillars were built on quality, innovation and dedication, qualities that continue to drive the company until today. ""Australia challenges body builders like no other country on earth and if you take any short cuts in your building process, you'll be found wanting,"" says Paul Vawdrey. By 2001, Vawdrey moved into its current premises in Dandenong South, Victoria. The 6.5 hectare facility features a state-of-the-art manufacturing complex, spare parts, repairs, sales and administration areas. Over the next decade, Vawdrey continued its expansion, strengthening its presence in heavy-duty refrigeration markets in northern Queensland, Western Australia and South Australia. In 2006, Vawdrey would unveil the Iceliner refrigerated trailer. Today, the Vawdrey name is synonymous with high quality and durability. These principles form the foundation of every trailer the company builds using the most technology and equipment available. The company's manufacturing portfolio includes B-doubles, B-triples, buckleless curtainsiders, dog trailers, drop decks, dry freights, flat tops, mezzanine deck floors, refrigerated bodies, skels, tags, tri-axle trailers and swingliners. While Vawdrey manufactures in Victoria, it has also branched out its services to accommodate a range of transport industries interstate, with to the establishment of service facilities in New South Wales, Queensland, South Australia and Western Australia. As Australia's largest independent trailer builder, Vawdrey aims to consistently improve the standard of design and quality within the country's trailer building industry."
VGL Allied Connectors,, 1300 793 466,," 192-196 Atlantic Drive,KEYSBOROUGH VIC 3173",sales@alliedconnectors.com,http://www.alliedconnectors.com/,"VGL - ALLIED CONNECTORS, are an import/export organization who have been trading with domestic and overseas markets for over 28 years."
Viking Tooling,,417343598,, 15 Centre Kirkham RdDandenong VIC 3175,steve@vikingtooling.com.au,http://vikingtooling.com.au/,"Viking Tooling are a precision machining and toolmaking company based in Dandenong, Victoria. "
WestCrane Services Pty Ltd,, 03 9369 1154,, 1 / 27 Superior DriveDandenong South VIC 3175,info@westcranes.com.au,https://www.westcranes.com.au/,Professional crane and hoist services
Whistle Design Group,67 160 828 428, 03 9561 5810,, 3/18-22 Lexia PlaceMulgrave VIC 3170,info@whistledesign.com.au,https://whistledesign.com.au/,"Whistle is a Melbourne based, ISO 9001 certified, Product Development company, founded in 2012. We are trusted by businesses around the world to develop Innovative, Meticulously Designed and Precision Engineered products, devices and systems."
Wigley Engineering Pty Ltd,, 03 9794 8311,, 16 Zenith RoadDandenong South VIC 3175,Sales@WigleyEngineering.com.au,http://www.wigleyengineering.com.au/,"Starting in Australia in 1966, Wigley Engineering has gone from strength to strength for over 50 years. Providing high quality engineering services to a range of different industries. Wigley Engineering is now applying that experience to our own range of Trays, Canopies and Accessories."
Williams Refrigeration Australia Pty Ltd,25 006 630 084, 03 8787 4747,, 38-42 Gaine RdDandenong South VIC 3129,sales@williamsref.com.au,https://www.williams-refrigeration.com.au/,"Williams Refrigeration Australia is a proud Australian manufacturer of high quality Commercial refrigeration equipment. Employing over 50 people at our modern equipped manufacturing facility in Dandenong South, Victoria we specialise in designing and manufacturing specifically for Australian conditions and local market requirements."
Wired-in Software Pty Ltd,55 619 399 712, 0414 626 214,, 6a Milne RoadMont Albert North VIC 3129,contact@wiredinsoftware.com.au,https://wiredinsoftware.com.au/,"Wired-in Software helps manufacturers with their product testing and measurement systems, so that they can maximise production yield and enhance product quality.  We help product designers, production managers and test systems engineers with typical testing challenges (ie. manual testing taking up valuable skilled resources, poor existing test solutions, lack of internal resources to get the job done properly the first time)."
Wolters Steel Mesh & Hardware Supplies,83 007 166 618, 03 9788 5444, 03 9788 5402, 1 Sonia StreetCarrum Downs VIC 3201,,http://www.wolters.com.au/,"Supplying Steel, Mesh & Hardware Fabrication. Installation and Project Management of Structural Steel & Metal Work for Domestic and Industrial Construction."
